date,etfCode,symbol,name,shares,weight,closePrice,changePercent,shareDelta,status,sourceUrl,fetchedAt
2026-06-04,00992A,2330,台積電,1706000,8.38,2385,-1.6495,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,2454,聯發科,406000,3.71,4430,-2.5303,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,2308,台達電,344000,1.72,2425,-1.222,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,2345,智邦,977000,5.05,2510,-2.9014,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,6669,緯穎,386000,4.43,5570,-0.5357,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,6223,旺矽,326000,4.08,6070,2.8814,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,3653,健策,102000,0.78,3730,-4.4814,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,2383,台光電,563000,5.6,4830,0,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,6442,光聖,74000,0.33,2145,3.8741,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,3665,貿聯-KY,652000,2.9,2155,-6.5076,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,3533,嘉澤,4000,0.02,2400,-6.6148,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,3017,奇鋐,634000,3.54,2710,-5.0788,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,6187,萬潤,435000,1,1115,4.6948,435000,新增,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,3491,昇達科,1000,0,1950,-3.4653,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,2059,川湖,312000,3.44,5350,0,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,2360,致茂,200000,1.08,2620,2.947,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,6274,台燿,471000,1.64,1695,0,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,6510,精測,137000,0.99,3505,5.8912,-125000,減碼,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,2368,金像電,945000,2.63,1350,-2.5271,300000,加碼,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,6805,富世達,109000,0.45,1985,-4.7962,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,3661,世芯-KY,280000,2.5,4340,-5.5495,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,6515,穎崴,145000,2.58,8650,5.2311,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,6584,南俊國際,2204000,3.04,670,1.5152,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,7769,鴻勁,97000,1.48,7385,-1.8605,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,3443,創意,311000,2.82,4400,-4.4517,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,8996,高力,1630000,3.76,1120,2.2831,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,2327,國巨*,1566000,2.4,743,-9.3902,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
2026-06-04,00992A,8299,群聯,475000,2.53,2580,-3.9106,0,不變,https://goal-star.com/fund/00992A,2026-06-04T13:38:20.432Z
