date,etfCode,symbol,name,shares,weight,closePrice,changePercent,shareDelta,status,sourceUrl,fetchedAt
2026-05-21,00992A,2330,台積電,1761000,7.73,2230,2.0595,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,2454,聯發科,272000,1.9,3550,9.9071,92000,加碼,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,2308,台達電,357000,1.43,2030,6.0052,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,2345,智邦,1012000,4.94,2480,5.3079,96000,加碼,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,6669,緯穎,465000,4.89,5345,8.8595,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,6223,旺矽,339000,3.77,5650,-0.5282,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3653,健策,197000,1.29,3330,9.901,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,2383,台光電,536000,4.95,4690,6.7122,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,6442,光聖,238000,0.84,1785,0.8475,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3665,貿聯-KY,667000,2.83,2155,9.6692,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3533,嘉澤,420000,2.09,2525,6.9915,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3017,奇鋐,501000,2.46,2495,6.6239,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3491,昇達科,97000,0.35,1850,5.4131,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,2059,川湖,358000,3.45,4895,8.7778,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,2360,致茂,207000,0.92,2270,9.9274,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,6274,台燿,636000,1.66,1325,9.9585,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,6510,精測,422000,2.78,3350,-1.034,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,2368,金像電,669000,1.69,1285,4.0486,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3036,文曄,1177000,0.68,291.5,4.4803,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3661,世芯-KY,393000,3.79,4905,6.6304,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,6515,穎崴,151000,2.83,9510,4.7357,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,6584,南俊國際,1437000,1.92,680,8.2803,100000,加碼,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,7769,鴻勁,194000,2.93,7675,9.957,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3443,創意,360000,3.59,5065,9.9891,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,8996,高力,1689000,3.54,1065,7.1429,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,2327,國巨*,1600000,1.8,572,10,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,8299,群聯,489000,2.25,2335,3.0905,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,5274,信驊,45000,1.46,16440,5.6555,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3711,日月光投控,320000,0.32,510,7.1429,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3037,欣興,2902000,5.17,905,9.9635,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3189,景碩,486013,0.53,554,9.9206,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3260,威剛,393000,0.32,413,1.8496,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,8046,南電,1658000,2.85,872,5.187,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3105,穩懋,3433000,3.26,483,8.1747,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3583,辛耘,33000,0.06,861,4.2373,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,3081,聯亞,380000,1.91,2555,-0.969,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,6531,愛普*,273000,0.47,876,-9.9692,-180000,減碼,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
2026-05-21,00992A,2455,全新,3127000,2.38,386.5,-3.4956,0,不變,https://goal-star.com/fund/00992A,2026-05-21T13:42:19.561Z
