date,etfCode,symbol,name,shares,weight,closePrice,changePercent,shareDelta,status,sourceUrl,fetchedAt
2026-05-11,00991A,2330,台積電,3650000,18.75,2235,-2.4017,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2317,鴻海,9000,0.01,252,0.8,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2454,聯發科,500000,4.46,3880,6.8871,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2881,富邦金,9000,0,95.5,-1.2409,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2308,台達電,900000,4.64,2245,2.0455,-40000,減碼,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2382,廣達,9000,0.01,343.5,0.8811,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2891,中信金,9000,0,55.3,-1.9504,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2345,智邦,800000,4.76,2590,9.0526,40000,加碼,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,3044,健鼎,1000,0,489.5,1.7672,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,6669,緯穎,270000,3.31,5340,2.6923,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,6223,旺矽,260000,2.98,4985,-0.796,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,3653,健策,160000,1.48,4015,10,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2383,台光電,765000,8.53,4850,2.1053,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,3665,貿聯-KY,470000,3.14,2905,5.6364,90000,加碼,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,3017,奇鋐,610000,3.58,2555,4.499,30000,加碼,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2059,川湖,1000,0.01,5520,3.7594,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2360,致茂,1000,0.01,2360,5.8296,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,6274,台燿,1000,0,1455,6.2044,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,6510,精測,1000,0.01,3790,5.8659,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2368,金像電,1080000,3.48,1400,5.2632,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,1519,華城,1000,0,921,2.7902,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,3231,緯創,9000,0,139,-5.1195,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,3036,文曄,1000,0,264.5,9.9792,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2408,南亞科,6800000,4.71,301,9.854,300000,加碼,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2449,京元電子,9000,0.01,299.5,-3.6977,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,6515,穎崴,1000,0.02,10090,4.7767,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2344,華邦電,9000,0,117.5,9.8131,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,8210,勤誠,1000,0,1555,9.894,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,1590,亞德客-KY,400000,1.43,1550,2.99,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,7769,鴻勁,250000,3.67,6380,10,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,8996,高力,330000,0.8,1055,3.9409,330000,新增,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,2327,國巨*,4400000,3.96,391.5,0.6427,200000,加碼,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,8299,群聯,1330000,8.16,2670,9.8765,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,5274,信驊,100000,4.1,17825,5.1312,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
2026-05-11,00991A,3711,日月光投控,9000,0.01,537,4.0698,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:44.154Z
