date,etfCode,symbol,name,shares,weight,closePrice,changePercent,shareDelta,status,sourceUrl,fetchedAt
2026-07-02,00981A,2330,台積電,11960000,10,2465,-1.5968,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,2317,鴻海,1000,0,239,-3.629,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,2454,聯發科,5037000,7.42,4345,0.2307,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,2308,台達電,5614000,3.75,1970,-1.005,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,2382,廣達,1000,0,369,-0.8065,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,2345,智邦,6334000,5.91,2750,3.3835,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,6669,緯穎,2417000,4.26,5200,3.2771,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,6223,旺矽,2382000,5.86,7255,8.3645,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,3653,健策,2267000,2.67,3475,2.2059,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,2383,台光電,4486000,8.6,5655,2.168,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,3665,貿聯-KY,4833848,3.34,2040,1.4925,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,3533,嘉澤,291000,0.21,2175,0.6944,-125000,減碼,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,3017,奇鋐,5191000,4.82,2740,4.5802,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,6187,萬潤,1334000,0.45,1005,-5.6338,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,6274,台燿,5160000,2.96,1690,0,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,5439,高技,3528000,0.42,348,9.9526,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,6510,精測,457000,0.5,3240,-1.3699,-179000,減碼,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
2026-07-02,00981A,2368,金像電,8315000,3.48,1235,1.2295,0,不變,https://goal-star.com/fund/00981A,2026-07-02T12:25:44.760Z
