date,etfCode,symbol,name,shares,weight,closePrice,changePercent,shareDelta,status,sourceUrl,fetchedAt
2026-06-29,00981A,2330,台積電,11960000,10.18,2370,1.2821,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2317,鴻海,7307000,0.65,246.5,-0.8048,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2454,聯發科,5037000,7.07,3910,0.7732,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2308,台達電,5614000,3.84,1905,5.2486,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2382,廣達,1000,0,367,1.3812,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2345,智邦,6334000,5.32,2340,-1.6807,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6669,緯穎,2417000,3.97,4580,7.0093,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6223,旺矽,2367000,5.15,6060,-6.7692,15000,加碼,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3653,健策,2267000,2.7,3320,-2.4963,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2383,台光電,4486000,8.78,5450,3.7108,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3665,貿聯-KY,4833848,3.26,1880,1.3477,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3533,嘉澤,852000,0.65,2135,1.4252,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3017,奇鋐,5191000,4.29,2300,1.9956,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6187,萬潤,1334000,0.47,980,-8.8372,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6274,台燿,5058000,2.82,1555,-1.5823,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,5439,高技,3528000,0.39,305.5,0.9917,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6510,精測,830000,0.9,3035,-6.6154,-100000,減碼,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2368,金像電,8315000,3.45,1155,-2.9412,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6805,富世達,1811000,1.06,1625,-0.9146,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3661,世芯-KY,1000,0,3985,2.9716,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2449,京元電子,4481000,0.5,308.5,0.1623,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6515,穎崴,281000,0.81,8015,-2.1368,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,8210,勤誠,2267000,0.99,1215,-1.2195,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,1590,亞德客-KY,530000,0.26,1355,-0.3676,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3443,創意,1000,0,4420,0,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3264,欣銓,1508000,0.12,215.5,0.4662,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,8996,高力,1000,0,1475,7.6642,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2327,國巨*,25098000,9.37,1040,2.4631,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,5274,信驊,379000,2.07,15210,-2.5937,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3711,日月光投控,12742000,2.87,627,-0.7911,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3037,欣興,14735000,5.16,976,0.1026,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3008,大立光,1000,0,4380,-7.2034,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,8358,金居,980000,0.19,546,-4.2105,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,4958,臻鼎-KY,1000,0,573,-1.2069,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,4966,譜瑞-KY,1116000,0.25,631,3.7829,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2481,強茂,5000,0,166,-5.1429,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,8046,南電,8917000,3.46,1080,-4,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6488,環球晶,350000,0.11,915,-2.2436,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,3376,新日興,1741000,0.12,194.5,0,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6147,頎邦,6275000,0.48,211,-2.5404,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2313,華通,1000,0,221,-0.6742,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2303,聯電,86550000,5.1,164,0,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6278,台表科,4334000,0.3,194,1.8373,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2439,美律,18000,0,89.6,0,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,5347,世界,1000,0,208.5,3.2178,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6191,精成科,3988000,0.15,106,5.4726,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,1815,富喬,107000,0,101,4.4467,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,2002,中鋼,5163000,0.04,19.05,0.2632,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,8150,南茂,1000,0,90.5,-7.1795,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
2026-06-29,00981A,6271,同欣電,2966000,0.26,243,-4.7059,0,不變,https://goal-star.com/fund/00981A,2026-06-29T14:32:13.956Z
