date,etfCode,symbol,name,shares,weight,closePrice,changePercent,shareDelta,status,sourceUrl,fetchedAt
2026-05-05,00991A,3324,雙鴻,510000,1.48,1170,-1.6807,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2330,台積電,3600000,20.05,2250,-1.0989,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2317,鴻海,9000,0.01,239.5,5.2747,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2454,聯發科,500000,3.91,3155,9.9303,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2881,富邦金,9000,0,92.2,1.3187,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2308,台達電,940000,5.04,2165,-2.4775,-80000,減碼,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2382,廣達,9000,0.01,321,0.9434,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2891,中信金,9000,0,53.5,1.1342,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2345,智邦,730000,4.51,2495,-0.3992,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,3044,健鼎,1000,0,484.5,4.0816,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,3653,健策,200000,2.37,4780,-9.8113,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2383,台光電,765000,8.96,4730,-0.5258,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,3665,貿聯-KY,380000,2.71,2875,-2.2109,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,3017,奇鋐,580000,3.88,2705,-6.2392,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2059,川湖,1000,0.01,4140,2.0962,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2360,致茂,1000,0.01,2235,-3.2468,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2368,金像電,1080000,3.96,1480,2.7778,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,1519,華城,1000,0,895,-2.3991,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,3231,緯創,9000,0,142,1.0676,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,3036,文曄,1000,0,209,-0.7126,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2408,南亞科,6200000,3.94,256.5,8.2278,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2449,京元電子,9000,0.01,354,6.4662,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2344,華邦電,9000,0,98.8,3.5639,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,1590,亞德客-KY,400000,1.43,1440,-2.0408,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2327,國巨*,3300000,2.85,348.5,1.7518,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,3711,日月光投控,9000,0.01,520,-0.9524,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2885,元大金,9000,0,55.4,4.3315,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,3037,欣興,3200000,7.15,903,-0.8782,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,2603,長榮,9000,0.01,208,0.9709,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
2026-05-05,00991A,3189,景碩,2000000,2.61,527,-0.7533,0,不變,https://goal-star.com/fund/00991A,2026-05-12T14:05:38.243Z
