date,etfCode,symbol,name,shares,weight,closePrice,changePercent,shareDelta,status,sourceUrl,fetchedAt
2026-06-05,00992A,2330,台積電,1706000,8.61,2365,-0.8386,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,2454,聯發科,406000,3.73,4300,-2.9345,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,2308,台達電,344000,1.69,2300,-5.1546,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,2345,智邦,977000,5.19,2490,-0.7968,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,6669,緯穎,319000,3.85,5660,1.6158,-67000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,6223,旺矽,326000,4.01,5765,-5.0247,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3653,健策,102000,0.79,3620,-2.9491,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,2383,台光電,563000,5.87,4885,1.1387,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,6442,光聖,0,0,2055,-4.1958,-74000,未知,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3665,貿聯-KY,652000,3.06,2200,2.0882,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3533,嘉澤,0,0,2365,-1.4583,-4000,未知,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3017,奇鋐,634000,3.52,2600,-4.059,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,6187,萬潤,870000,2.08,1120,0.4484,435000,加碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3491,昇達科,1000,0,1935,-0.7692,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,2059,川湖,293000,3.51,5620,5.0467,-19000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,2360,致茂,200000,1.09,2565,-2.0992,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,6274,台燿,441000,1.52,1610,-5.0147,-30000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,6510,精測,129000,0.91,3300,-5.8488,-8000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,2368,金像電,945000,2.65,1315,-2.5926,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,6805,富世達,109000,0.45,1950,-1.7632,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3661,世芯-KY,262000,2.4,4285,-1.2673,-18000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,6515,穎崴,145000,2.61,8425,-2.6012,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,6584,南俊國際,2204000,3.06,650,-2.9851,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,7769,鴻勁,91000,1.41,7275,-1.4895,-6000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3443,創意,311000,2.93,4410,0.2273,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,8996,高力,1630000,3.91,1125,0.4464,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,2327,國巨*,1566000,2.57,769,3.4993,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,8299,群聯,445000,2.33,2450,-5.0388,-30000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,5274,信驊,29000,1.08,17505,-4.161,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3711,日月光投控,1629000,2.01,577,-2.6981,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3037,欣興,2097000,4.18,933,-3.9135,-700000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3008,大立光,125000,0.98,3680,-3.7908,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,8021,尖點,501000,0.49,458,3.8549,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3189,景碩,440013,0.67,712,2.8902,-30000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3260,威剛,358000,0.32,421.5,-7.9694,-24000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,6139,亞翔,250000,0.43,808,-2.0606,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,5289,宜鼎,98000,0.37,1755,-7.874,-55000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,8046,南電,718000,1.29,845,-3.7585,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3105,穩懋,1949000,2.01,483.5,-0.8205,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3583,辛耘,566000,1.05,868,-0.4587,0,不變,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
2026-06-05,00992A,3081,聯亞,273000,1.55,2655,2.907,-93000,減碼,https://goal-star.com/fund/00992A,2026-06-05T13:30:38.965Z
