date,etfCode,symbol,name,shares,weight,closePrice,changePercent,shareDelta,status,sourceUrl,fetchedAt
2026-07-01,00981A,2330,台積電,11960000,10.11,2505,3.9419,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,2317,鴻海,1000,0,248,-1.1952,-5113000,減碼,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,2454,聯發科,5037000,7.37,4335,2.1201,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,2308,台達電,5614000,3.77,1990,2.0513,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,2382,廣達,1000,0,372,1.087,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,2345,智邦,6334000,5.69,2660,6.6132,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,6669,緯穎,2417000,4.11,5035,8.63,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,6223,旺矽,2382000,5.38,6695,9.9343,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,3653,健策,2267000,2.6,3400,-0.8746,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,2383,台光電,4486000,8.38,5535,2.6902,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,3665,貿聯-KY,4833848,3.28,2010,4.9608,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,3533,嘉澤,416000,0.3,2160,2.3697,-236000,減碼,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,3017,奇鋐,5191000,4.59,2620,3.7624,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,6187,萬潤,1334000,0.48,1065,6.7134,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,6274,台燿,5160000,2.94,1690,0.5952,102000,加碼,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,5439,高技,3528000,0.38,316.5,1.9324,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,6510,精測,636000,0.71,3285,8.2372,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,2368,金像電,8315000,3.42,1220,1.6667,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,6805,富世達,1811000,1.04,1700,1.1905,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,3661,世芯-KY,1000,0,4450,6.4593,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,2449,京元電子,3808000,0.43,331,-1.9259,-673000,減碼,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,6515,穎崴,252000,0.76,8890,9.9567,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,8210,勤誠,2267000,0.99,1295,0.7782,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,1590,亞德客-KY,530000,0.25,1375,2.9963,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,3443,創意,1000,0,5045,4.128,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,3264,欣銓,1508000,0.12,232,4.5045,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,8996,高力,1000,0,1555,0.3226,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,2327,國巨*,25098000,9.66,1140,0,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,5274,信驊,379000,2.19,17145,3.9406,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,3711,日月光投控,12742000,3.02,703,3.3824,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,3037,欣興,15203000,5.34,1040,-2.8037,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,3008,大立光,1000,0,4330,0.9324,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,8358,金居,490000,0.1,587,-2.1667,-490000,減碼,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,4958,臻鼎-KY,1000,0,603,-4.2857,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,4966,譜瑞-KY,140000,0.03,623,-0.9539,-484000,減碼,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
2026-07-01,00981A,2481,強茂,5000,0,194.5,6.5753,0,不變,https://goal-star.com/fund/00981A,2026-07-01T13:15:24.875Z
